ts_utc,symbol,market_state,mid,spread_bps,buy_slip_bps_1000,buy_slip_bps_5000,buy_slip_bps_10000,buy_slip_bps_25000,buy_slip_bps_50000,buy_slip_bps_100000,sell_slip_bps_1000,sell_slip_bps_5000,sell_slip_bps_10000,sell_slip_bps_25000,sell_slip_bps_50000,sell_slip_bps_100000,buy_fillable_1000,buy_fillable_5000,buy_fillable_10000,buy_fillable_25000,buy_fillable_50000,buy_fillable_100000,sell_fillable_1000,sell_fillable_5000,sell_fillable_10000,sell_fillable_25000,sell_fillable_50000,sell_fillable_100000
2026-09-24T02:21:36.065759+00:00,RQQQUSDT,after_hours_weekday,740.575,2.8356344732123375,1.4178172366054012,1.4178172366054012,1.4178172366054012,1.719421080042512,3.4817299291562414,5.95892049483442,1.4178172366069364,1.4178172366069364,1.4178172366069364,2.6749901771992413,4.559341777861571,6.817391664515885,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RSPYUSDT,after_hours_weekday,766.9549999999999,7.431987535123313,3.7159937675623977,3.7159937675623977,3.7159937675623977,4.840513760338038,6.076423886366119,7.869033438657637,3.715993767560916,3.715993767560916,3.715993767560916,3.7379400629641677,3.9055064777837463,4.7165252581116865,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RMUUSDT,after_hours_weekday,1067.8400000000001,0.936469883129836,4.5555111838247,7.5785394239231785,7.95654641323722,8.183364314116998,8.26710834445027,8.963796686333305,0.46823494156598267,0.46823494156598267,0.46823494156598267,0.4944633588562646,0.7929165812247976,1.476653030490724,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RVOOUSDT,after_hours_weekday,706.9200000000001,5.941266338481851,3.1454508635667593,7.219608692596366,13.13478873179576,25.735021587971683,35.1464375606474,56.110163189720396,3.277832862712725,9.299517022073982,20.647469100285786,29.810510522537854,38.36711631394884,57.519289371684906,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RNVDAUSDT,after_hours_weekday,224.925,0.44459264199263426,6.73648190618688,10.061036010853334,10.476760603784427,11.023245761346443,11.746582625004013,12.863773149545066,0.22229632099694893,0.22229632099694893,0.22229632099694893,0.22229632099694893,0.31746005631398116,0.6439917128815688,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RMETAUSDT,after_hours_weekday,741.03,6.207575941595298,3.103787970797649,3.103787970797649,3.334934452154376,5.662394883890367,7.13243579218607,10.697334625432214,3.103787970797649,3.103787970797649,3.316677716697262,4.528498864127362,6.5254047463445115,11.473828900471613,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RSNDKUSDT,after_hours_weekday,1806.4099999999999,2.2143367231130453,2.9958129292437294,5.072015027845099,5.331600891614223,5.487358875638831,5.599967472320207,6.020426212802013,2.2486594325731386,2.75264843002338,2.8156434819794653,2.853440132085555,2.907770379112137,4.01125572230286,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RAMDUSDT,after_hours_weekday,612.5450000000001,6.0403725440580605,3.9394995060570217,13.874202724610441,18.892446850668193,29.69059275900659,48.843933724994244,82.21481424766135,3.668407388353999,14.196415823480224,19.384597328442272,28.052406430917163,47.58904488772822,75.1903971596238,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RINTCUSDT,after_hours_weekday,122.005,22.130240563910988,14.731583625218411,23.643510202001096,27.321554420255737,37.33863747205996,57.585676805687626,92.78703794138926,11.631117159194911,20.884259229407846,29.4407484407429,45.30452812858828,68.48303176190835,107.58165790836883,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RAAPLUSDT,after_hours_weekday,336.905,10.388685237677265,6.26607710266676,15.0218401769706,20.311771826383136,35.26823015388481,52.51718305544945,93.11801494471176,6.36314697100048,17.73921422975776,29.47857374019959,42.358151819502325,61.3816029423234,98.94646353130518,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RTSLAUSDT,after_hours_weekday,379.57,1.0538240640715448,0.5269120320357724,0.5269120320357724,0.5269120320357724,2.2283055926883413,4.113230937050614,5.773357282142256,2.3924562199492336,3.0076784623413,3.084575918777043,4.402418201307942,5.615907994455213,7.802745467558769,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RGOOGLUSDT,after_hours_weekday,341.79499999999996,6.144033704412866,3.0720168522072644,3.0720168522072644,3.0720168522072644,4.258222272081942,5.577662569267064,7.537871467069292,3.0720168522056013,3.0720168522056013,3.0720168522056013,3.2263944874264237,4.350816048976947,5.95899814566573,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:21:36.065759+00:00,RAMZNUSDT,after_hours_weekday,248.565,7.643875847363778,5.469553914880985,14.32725718828492,23.972353085337897,37.055161625863164,56.53488733087377,102.00460251936924,7.5912423967410465,26.998716513946626,32.549207038722805,43.59746266214445,62.05446564500499,120.50887731374122,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RQQQUSDT,after_hours_weekday,740.65,7.020860055356536,3.510430027678268,3.510430027678268,3.510430027678268,3.828370140080979,5.010984497424328,6.217876921011025,3.510430027678268,3.510430027678268,3.510430027678268,5.187130721282414,7.439766499496006,8.931440256699116,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RSPYUSDT,after_hours_weekday,766.9549999999999,7.431987535123313,3.7159937675623977,3.7159937675623977,3.7159937675623977,4.840513760338038,6.076423886366119,7.869033438657637,3.715993767560916,3.715993767560916,3.715993767560916,3.7379400629641677,3.9055064777837463,4.7165252581116865,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RMUUSDT,after_hours_weekday,1067.6750000000002,4.027442807971186,2.244999629409083,2.284764515106858,2.2897351480530594,2.3001138743761347,2.723195163212144,5.456845611957131,2.0137214039866578,2.0137214039866578,2.0137214039866578,2.330505101459755,3.6240332316602304,4.365493723460635,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RVOOUSDT,after_hours_weekday,706.9,6.507285330315977,3.428465305522095,7.502738402845069,13.4180857975414,26.01867514637134,35.43035739195617,56.39467613817811,4.521203549441445,8.770223041838994,20.242093499661475,29.421320576124575,37.92530986093673,57.12601996653259,True,True,True,True,True,True,True,True,True,True,True,True
2026-09-24T02:22:36.082256+00:00,RNVDAUSDT,after_hours_weekday,224.925,0.44459264199263426,6.73648190618688,10.061036010853334,10.476760603784427,11.023245761346443,11.746582625004013,12.863773149545066,0.22229632099694893,0.22229632099694893,0.22229632099694893,0.22229632099694893,0.22229632099694893,0.5681524761142921,True,True,True,True,True,True,True,True,True,True,True,True
